country,environment,count,proportion,population_proportion,sample_proportion,benchmark_proportion,deviation,abs_deviation,normalized_deviation,tvd_contribution
Denmark,Rural,,,9.144918661320164e-05,0.0,9.144918661320164e-05,-9.144918661320164e-05,9.144918661320164e-05,-1.0,4.572459330660082e-05
Lebanon,Rural,,,9.10561385332022e-05,0.0,9.10561385332022e-05,-9.10561385332022e-05,9.10561385332022e-05,-1.0,4.55280692666011e-05
Trinidad and Tobago,Rural,,,8.424330514654536e-05,0.0,8.424330514654536e-05,-8.424330514654536e-05,8.424330514654536e-05,-1.0,4.212165257327268e-05
New Zealand,Rural,,,8.371924103987944e-05,0.0,8.371924103987944e-05,-8.371924103987944e-05,8.371924103987944e-05,-1.0,4.185962051993972e-05
Lesotho,Urban,,,8.345720898654649e-05,0.0,8.345720898654649e-05,-8.345720898654649e-05,8.345720898654649e-05,-1.0,4.1728604493273245e-05
"China, Macao SAR",Urban,,,8.28021288532141e-05,0.0,8.28021288532141e-05,-8.28021288532141e-05,8.28021288532141e-05,-1.0,4.140106442660705e-05
Latvia,Rural,,,8.057485639988397e-05,0.0,8.057485639988397e-05,-8.057485639988397e-05,8.057485639988397e-05,-1.0,4.0287428199941985e-05
Comoros,Rural,,,7.74304717598885e-05,0.0,7.74304717598885e-05,-7.74304717598885e-05,7.74304717598885e-05,-1.0,3.871523587994425e-05
Guyana,Rural,,,7.520319930655838e-05,0.0,7.520319930655838e-05,-7.520319930655838e-05,7.520319930655838e-05,-1.0,3.760159965327919e-05
Luxembourg,Urban,,,7.03556063198987e-05,0.0,7.03556063198987e-05,-7.03556063198987e-05,7.03556063198987e-05,-1.0,3.517780315994935e-05
Mauritius,Urban,,,6.773528578656913e-05,0.0,6.773528578656913e-05,-6.773528578656913e-05,6.773528578656913e-05,-1.0,3.386764289328457e-05
Fiji,Urban,,,6.721122167990321e-05,0.0,6.721122167990321e-05,-6.721122167990321e-05,6.721122167990321e-05,-1.0,3.3605610839951606e-05
Western Sahara,Urban,,,6.445988511990718e-05,0.0,6.445988511990718e-05,-6.445988511990718e-05,6.445988511990718e-05,-1.0,3.222994255995359e-05
Bhutan,Rural,,,6.328074087990887e-05,0.0,6.328074087990887e-05,-6.328074087990887e-05,6.328074087990887e-05,-1.0,3.1640370439954436e-05
Solomon Islands,Rural,,,6.223261266657705e-05,0.0,6.223261266657705e-05,-6.223261266657705e-05,6.223261266657705e-05,-1.0,3.111630633328853e-05
Guadeloupe,Urban,,,5.790908378658328e-05,0.0,5.790908378658328e-05,-5.790908378658328e-05,5.790908378658328e-05,-1.0,2.895454189329164e-05
Montenegro,Urban,,,5.502673119992076e-05,0.0,5.502673119992076e-05,-5.502673119992076e-05,5.502673119992076e-05,-1.0,2.751336559996038e-05
Malta,Urban,,,5.3585554906589506e-05,0.0,5.3585554906589506e-05,-5.3585554906589506e-05,5.3585554906589506e-05,-1.0,2.6792777453294753e-05
Estonia,Rural,,,5.3323522853256544e-05,0.0,5.3323522853256544e-05,-5.3323522853256544e-05,5.3323522853256544e-05,-1.0,2.6661761426628272e-05
Timor-Leste,Urban,,,5.306149079992359e-05,0.0,5.306149079992359e-05,-5.306149079992359e-05,5.306149079992359e-05,-1.0,2.6530745399961795e-05
Fiji,Rural,,,5.2275394639924726e-05,0.0,5.2275394639924726e-05,-5.2275394639924726e-05,5.2275394639924726e-05,-1.0,2.6137697319962363e-05
Cyprus,Rural,,,5.175133053325881e-05,0.0,5.175133053325881e-05,-5.175133053325881e-05,5.175133053325881e-05,-1.0,2.5875665266629405e-05
Suriname,Urban,,,4.913100999992925e-05,0.0,4.913100999992925e-05,-4.913100999992925e-05,4.913100999992925e-05,-1.0,2.4565504999964625e-05
Equatorial Guinea,Rural,,,4.795186575993095e-05,0.0,4.795186575993095e-05,-4.795186575993095e-05,4.795186575993095e-05,-1.0,2.3975932879965476e-05
Cabo Verde,Urban,,,4.768983370659799e-05,0.0,4.768983370659799e-05,-4.768983370659799e-05,4.768983370659799e-05,-1.0,2.3844916853298995e-05
Martinique,Urban,,,4.493849714660196e-05,0.0,4.493849714660196e-05,-4.493849714660196e-05,4.493849714660196e-05,-1.0,2.246924857330098e-05
Brunei Darussalam,Urban,,,4.415240098660309e-05,0.0,4.415240098660309e-05,-4.415240098660309e-05,4.415240098660309e-05,-1.0,2.2076200493301543e-05
Bhutan,Urban,,,4.375935290660365e-05,0.0,4.375935290660365e-05,-4.375935290660365e-05,4.375935290660365e-05,-1.0,2.1879676453301826e-05
Bahamas,Urban,,,4.34973208532707e-05,0.0,4.34973208532707e-05,-4.34973208532707e-05,4.34973208532707e-05,-1.0,2.174866042663535e-05
Swaziland,Urban,,,4.3366304826604216e-05,0.0,4.3366304826604216e-05,-4.3366304826604216e-05,4.3366304826604216e-05,-1.0,2.1683152413302108e-05
Iceland,Urban,,,4.153208045327353e-05,0.0,4.153208045327353e-05,-4.153208045327353e-05,4.153208045327353e-05,-1.0,2.0766040226636764e-05
Maldives,Rural,,,3.498127911994963e-05,0.0,3.498127911994963e-05,-3.498127911994963e-05,3.498127911994963e-05,-1.0,1.7490639559974815e-05
French Guiana,Urban,,,3.236095858662007e-05,0.0,3.236095858662007e-05,-3.236095858662007e-05,3.236095858662007e-05,-1.0,1.6180479293310035e-05
Comoros,Urban,,,3.15748624266212e-05,0.0,3.15748624266212e-05,-3.15748624266212e-05,3.15748624266212e-05,-1.0,1.57874312133106e-05
Puerto Rico,Rural,,,3.078876626662233e-05,0.0,3.078876626662233e-05,-3.078876626662233e-05,3.078876626662233e-05,-1.0,1.5394383133311164e-05
Belgium,Rural,,,3.0133686133289942e-05,0.0,3.0133686133289942e-05,-3.0133686133289942e-05,3.0133686133289942e-05,-1.0,1.5066843066644971e-05
Gabon,Rural,,,2.882352586662516e-05,0.0,2.882352586662516e-05,-2.882352586662516e-05,2.882352586662516e-05,-1.0,1.441176293331258e-05
Djibouti,Rural,,,2.829946175995925e-05,0.0,2.829946175995925e-05,-2.829946175995925e-05,2.829946175995925e-05,-1.0,1.4149730879979625e-05
Vanuatu,Rural,,,2.764438162662686e-05,0.0,2.764438162662686e-05,-2.764438162662686e-05,2.764438162662686e-05,-1.0,1.382219081331343e-05
Montenegro,Rural,,,2.7382349573293902e-05,0.0,2.7382349573293902e-05,-2.7382349573293902e-05,2.7382349573293902e-05,-1.0,1.3691174786646951e-05
Belize,Rural,,,2.7251333546627425e-05,0.0,2.7251333546627425e-05,-2.7251333546627425e-05,2.7251333546627425e-05,-1.0,1.3625666773313713e-05
Guyana,Urban,,,2.7251333546627425e-05,0.0,2.7251333546627425e-05,-2.7251333546627425e-05,2.7251333546627425e-05,-1.0,1.3625666773313713e-05
New Caledonia,Urban,,,2.5941173279962645e-05,0.0,2.5941173279962645e-05,-2.5941173279962645e-05,2.5941173279962645e-05,-1.0,1.2970586639981323e-05
Barbados,Rural,,,2.5810157253296168e-05,0.0,2.5810157253296168e-05,-2.5810157253296168e-05,2.5810157253296168e-05,-1.0,1.2905078626648084e-05
Suriname,Rural,,,2.5286093146630256e-05,0.0,2.5286093146630256e-05,-2.5286093146630256e-05,2.5286093146630256e-05,-1.0,1.2643046573315128e-05
Cabo Verde,Rural,,,2.489304506663082e-05,0.0,2.489304506663082e-05,-2.489304506663082e-05,2.489304506663082e-05,-1.0,1.244652253331541e-05
Maldives,Urban,,,2.3189836719966605e-05,0.0,2.3189836719966605e-05,-2.3189836719966605e-05,2.3189836719966605e-05,-1.0,1.1594918359983303e-05
French Polynesia,Urban,,,2.3189836719966605e-05,0.0,2.3189836719966605e-05,-2.3189836719966605e-05,2.3189836719966605e-05,-1.0,1.1594918359983303e-05
Belize,Urban,,,2.292780466663365e-05,0.0,2.292780466663365e-05,-2.292780466663365e-05,2.292780466663365e-05,-1.0,1.1463902333316825e-05
Bahrain,Rural,,,2.2010692479968303e-05,0.0,2.2010692479968303e-05,-2.2010692479968303e-05,2.2010692479968303e-05,-1.0,1.1005346239984152e-05
Samoa,Rural,,,2.1224596319969436e-05,0.0,2.1224596319969436e-05,-2.1224596319969436e-05,2.1224596319969436e-05,-1.0,1.0612298159984718e-05
Uruguay,Rural,,,2.1224596319969436e-05,0.0,2.1224596319969436e-05,-2.1224596319969436e-05,2.1224596319969436e-05,-1.0,1.0612298159984718e-05
Guam,Urban,,,2.056951618663705e-05,0.0,2.056951618663705e-05,-2.056951618663705e-05,2.056951618663705e-05,-1.0,1.0284758093318525e-05
Sao Tome and Principe,Urban,,,1.9914436053304656e-05,0.0,1.9914436053304656e-05,-1.9914436053304656e-05,1.9914436053304656e-05,-1.0,9.957218026652328e-06
Solomon Islands,Urban,,,1.9390371946638744e-05,0.0,1.9390371946638744e-05,-1.9390371946638744e-05,1.9390371946638744e-05,-1.0,9.695185973319372e-06
Saint Lucia,Rural,,,1.912833989330579e-05,0.0,1.912833989330579e-05,-1.912833989330579e-05,1.912833989330579e-05,-1.0,9.564169946652895e-06
Curaçao,Urban,,,1.886630783997283e-05,0.0,1.886630783997283e-05,-1.886630783997283e-05,1.886630783997283e-05,-1.0,9.433153919986416e-06
Mayotte,Rural,,,1.834224373330692e-05,0.0,1.834224373330692e-05,-1.834224373330692e-05,1.834224373330692e-05,-1.0,9.17112186665346e-06
Mayotte,Urban,,,1.572192319997736e-05,0.0,1.572192319997736e-05,-1.572192319997736e-05,1.572192319997736e-05,-1.0,7.86096159998868e-06
French Polynesia,Rural,,,1.4280746906646102e-05,0.0,1.4280746906646102e-05,-1.4280746906646102e-05,1.4280746906646102e-05,-1.0,7.140373453323051e-06
United States Virgin Islands,Urban,,,1.31016026666478e-05,0.0,1.31016026666478e-05,-1.31016026666478e-05,1.31016026666478e-05,-1.0,6.5508013333239e-06
Brunei Darussalam,Rural,,,1.2708554586648366e-05,0.0,1.2708554586648366e-05,-1.2708554586648366e-05,1.2708554586648366e-05,-1.0,6.354277293324183e-06
Barbados,Urban,,,1.1660426373316545e-05,0.0,1.1660426373316545e-05,-1.1660426373316545e-05,1.1660426373316545e-05,-1.0,5.830213186658272e-06
Tonga,Rural,,,1.1005346239984152e-05,0.0,1.1005346239984152e-05,-1.1005346239984152e-05,1.1005346239984152e-05,-1.0,5.502673119992076e-06
New Caledonia,Rural,,,1.0743314186651195e-05,0.0,1.0743314186651195e-05,-1.0743314186651195e-05,1.0743314186651195e-05,-1.0,5.371657093325598e-06
Micronesia (Fed. States of),Rural,,,1.0743314186651195e-05,0.0,1.0743314186651195e-05,-1.0743314186651195e-05,1.0743314186651195e-05,-1.0,5.371657093325598e-06
Antigua and Barbuda,Rural,,,1.0219250079985284e-05,0.0,1.0219250079985284e-05,-1.0219250079985284e-05,1.0219250079985284e-05,-1.0,5.109625039992642e-06
Western Sahara,Rural,,,9.957218026652328e-06,0.0,9.957218026652328e-06,-9.957218026652328e-06,9.957218026652328e-06,-1.0,4.978609013326164e-06
Vanuatu,Urban,,,9.302137893319938e-06,0.0,9.302137893319938e-06,-9.302137893319938e-06,9.302137893319938e-06,-1.0,4.651068946659969e-06
Grenada,Rural,,,9.040105839986982e-06,0.0,9.040105839986982e-06,-9.040105839986982e-06,9.040105839986982e-06,-1.0,4.520052919993491e-06
Bahamas,Rural,,,8.909089813320505e-06,0.0,8.909089813320505e-06,-8.909089813320505e-06,8.909089813320505e-06,-1.0,4.454544906660252e-06
Andorra,Urban,,,8.909089813320505e-06,0.0,8.909089813320505e-06,-8.909089813320505e-06,8.909089813320505e-06,-1.0,4.454544906660252e-06
Kiribati,Urban,,,8.385025706654592e-06,0.0,8.385025706654592e-06,-8.385025706654592e-06,8.385025706654592e-06,-1.0,4.192512853327296e-06
Cayman Islands,Urban,,,8.122993653321636e-06,0.0,8.122993653321636e-06,-8.122993653321636e-06,8.122993653321636e-06,-1.0,4.061496826660818e-06
Bermuda,Urban,,,7.991977626655159e-06,0.0,7.991977626655159e-06,-7.991977626655159e-06,7.991977626655159e-06,-1.0,3.995988813327579e-06
Aruba,Rural,,,7.86096159998868e-06,0.0,7.86096159998868e-06,-7.86096159998868e-06,7.86096159998868e-06,-1.0,3.93048079999434e-06
Saint Vincent and the Grenadines,Urban,,,7.598929546655724e-06,0.0,7.598929546655724e-06,-7.598929546655724e-06,7.598929546655724e-06,-1.0,3.799464773327862e-06
Sao Tome and Principe,Rural,,,7.467913519989246e-06,0.0,7.467913519989246e-06,-7.467913519989246e-06,7.467913519989246e-06,-1.0,3.733956759994623e-06
Seychelles,Urban,,,7.0748654399898125e-06,0.0,7.0748654399898125e-06,-7.0748654399898125e-06,7.0748654399898125e-06,-1.0,3.5374327199949063e-06
Kiribati,Rural,,,7.0748654399898125e-06,0.0,7.0748654399898125e-06,-7.0748654399898125e-06,7.0748654399898125e-06,-1.0,3.5374327199949063e-06
Saint Vincent and the Grenadines,Rural,,,6.943849413323334e-06,0.0,6.943849413323334e-06,-6.943849413323334e-06,6.943849413323334e-06,-1.0,3.471924706661667e-06
Luxembourg,Rural,,,6.943849413323334e-06,0.0,6.943849413323334e-06,-6.943849413323334e-06,6.943849413323334e-06,-1.0,3.471924706661667e-06
Dominica,Urban,,,6.812833386656856e-06,0.0,6.812833386656856e-06,-6.812833386656856e-06,6.812833386656856e-06,-1.0,3.406416693328428e-06
Northern Mariana Islands,Urban,,,6.681817359990378e-06,0.0,6.681817359990378e-06,-6.681817359990378e-06,6.681817359990378e-06,-1.0,3.340908679995189e-06
American Samoa,Urban,,,6.419785306657422e-06,0.0,6.419785306657422e-06,-6.419785306657422e-06,6.419785306657422e-06,-1.0,3.209892653328711e-06
Greenland,Urban,,,6.419785306657422e-06,0.0,6.419785306657422e-06,-6.419785306657422e-06,6.419785306657422e-06,-1.0,3.209892653328711e-06
Aruba,Urban,,,6.026737226657988e-06,0.0,6.026737226657988e-06,-6.026737226657988e-06,6.026737226657988e-06,-1.0,3.013368613328994e-06
Isle of Man,Urban,,,5.89572119999151e-06,0.0,5.89572119999151e-06,-5.89572119999151e-06,5.89572119999151e-06,-1.0,2.947860599995755e-06
French Guiana,Rural,,,5.633689146658554e-06,0.0,5.633689146658554e-06,-5.633689146658554e-06,5.633689146658554e-06,-1.0,2.816844573329277e-06
Martinique,Rural,,,5.502673119992076e-06,0.0,5.502673119992076e-06,-5.502673119992076e-06,5.502673119992076e-06,-1.0,2.751336559996038e-06
Seychelles,Rural,,,5.3716570933255985e-06,0.0,5.3716570933255985e-06,-5.3716570933255985e-06,5.3716570933255985e-06,-1.0,2.6858285466627992e-06
Sint Maarten (Dutch part),Urban,,,5.3716570933255985e-06,0.0,5.3716570933255985e-06,-5.3716570933255985e-06,5.3716570933255985e-06,-1.0,2.6858285466627992e-06
Marshall Islands,Urban,,,5.3716570933255985e-06,0.0,5.3716570933255985e-06,-5.3716570933255985e-06,5.3716570933255985e-06,-1.0,2.6858285466627992e-06
Isle of Man,Rural,,,5.24064106665912e-06,0.0,5.24064106665912e-06,-5.24064106665912e-06,5.24064106665912e-06,-1.0,2.62032053332956e-06
Monaco,Urban,,,5.109625039992642e-06,0.0,5.109625039992642e-06,-5.109625039992642e-06,5.109625039992642e-06,-1.0,2.554812519996321e-06
Saint Kitts and Nevis,Rural,,,5.109625039992642e-06,0.0,5.109625039992642e-06,-5.109625039992642e-06,5.109625039992642e-06,-1.0,2.554812519996321e-06
Grenada,Urban,,,5.109625039992642e-06,0.0,5.109625039992642e-06,-5.109625039992642e-06,5.109625039992642e-06,-1.0,2.554812519996321e-06
Samoa,Urban,,,4.716576959993208e-06,0.0,4.716576959993208e-06,-4.716576959993208e-06,4.716576959993208e-06,-1.0,2.358288479996604e-06
Gibraltar,Urban,,,4.5855609333267305e-06,0.0,4.5855609333267305e-06,-4.5855609333267305e-06,4.5855609333267305e-06,-1.0,2.2927804666633653e-06
Saint Lucia,Urban,,,4.454544906660252e-06,0.0,4.454544906660252e-06,-4.454544906660252e-06,4.454544906660252e-06,-1.0,2.227272453330126e-06
Turks and Caicos Islands,Urban,,,4.323528879993774e-06,0.0,4.323528879993774e-06,-4.323528879993774e-06,4.323528879993774e-06,-1.0,2.161764439996887e-06
Liechtenstein,Rural,,,4.323528879993774e-06,0.0,4.323528879993774e-06,-4.323528879993774e-06,4.323528879993774e-06,-1.0,2.161764439996887e-06
San Marino,Urban,,,4.323528879993774e-06,0.0,4.323528879993774e-06,-4.323528879993774e-06,4.323528879993774e-06,-1.0,2.161764439996887e-06
Faeroe Islands,Rural,,,3.799464773327862e-06,0.0,3.799464773327862e-06,-3.799464773327862e-06,3.799464773327862e-06,-1.0,1.899732386663931e-06
Antigua and Barbuda,Urban,,,3.27540066666195e-06,0.0,3.27540066666195e-06,-3.27540066666195e-06,3.27540066666195e-06,-1.0,1.637700333330975e-06
Tonga,Urban,,,3.27540066666195e-06,0.0,3.27540066666195e-06,-3.27540066666195e-06,3.27540066666195e-06,-1.0,1.637700333330975e-06
Micronesia (Fed. States of),Urban,,,3.1443846399954723e-06,0.0,3.1443846399954723e-06,-3.1443846399954723e-06,3.1443846399954723e-06,-1.0,1.5721923199977361e-06
Malta,Rural,,,3.013368613328994e-06,0.0,3.013368613328994e-06,-3.013368613328994e-06,3.013368613328994e-06,-1.0,1.506684306664497e-06
Qatar,Rural,,,3.013368613328994e-06,0.0,3.013368613328994e-06,-3.013368613328994e-06,3.013368613328994e-06,-1.0,1.506684306664497e-06
Dominica,Rural,,,2.882352586662516e-06,0.0,2.882352586662516e-06,-2.882352586662516e-06,2.882352586662516e-06,-1.0,1.441176293331258e-06
Iceland,Rural,,,2.751336559996038e-06,0.0,2.751336559996038e-06,-2.751336559996038e-06,2.751336559996038e-06,-1.0,1.375668279998019e-06
Faeroe Islands,Urban,,,2.751336559996038e-06,0.0,2.751336559996038e-06,-2.751336559996038e-06,2.751336559996038e-06,-1.0,1.375668279998019e-06
Caribbean Netherlands,Urban,,,2.489304506663082e-06,0.0,2.489304506663082e-06,-2.489304506663082e-06,2.489304506663082e-06,-1.0,1.244652253331541e-06
Curaçao,Rural,,,2.358288479996604e-06,0.0,2.358288479996604e-06,-2.358288479996604e-06,2.358288479996604e-06,-1.0,1.179144239998302e-06
Palau,Urban,,,2.358288479996604e-06,0.0,2.358288479996604e-06,-2.358288479996604e-06,2.358288479996604e-06,-1.0,1.179144239998302e-06
Saint Kitts and Nevis,Urban,,,2.227272453330126e-06,0.0,2.227272453330126e-06,-2.227272453330126e-06,2.227272453330126e-06,-1.0,1.113636226665063e-06
British Virgin Islands,Rural,,,2.227272453330126e-06,0.0,2.227272453330126e-06,-2.227272453330126e-06,2.227272453330126e-06,-1.0,1.113636226665063e-06
British Virgin Islands,Urban,,,1.96524039999717e-06,0.0,1.96524039999717e-06,-1.96524039999717e-06,1.96524039999717e-06,-1.0,9.82620199998585e-07
Anguilla,Urban,,,1.96524039999717e-06,0.0,1.96524039999717e-06,-1.96524039999717e-06,1.96524039999717e-06,-1.0,9.82620199998585e-07
Cook Islands,Urban,,,1.703208346664214e-06,0.0,1.703208346664214e-06,-1.703208346664214e-06,1.703208346664214e-06,-1.0,8.51604173332107e-07
Marshall Islands,Rural,,,1.572192319997736e-06,0.0,1.572192319997736e-06,-1.572192319997736e-06,1.572192319997736e-06,-1.0,7.86096159998868e-07
Wallis and Futuna Islands,Rural,,,1.572192319997736e-06,0.0,1.572192319997736e-06,-1.572192319997736e-06,1.572192319997736e-06,-1.0,7.86096159998868e-07
Nauru,Urban,,,1.441176293331258e-06,0.0,1.441176293331258e-06,-1.441176293331258e-06,1.441176293331258e-06,-1.0,7.20588146665629e-07
Andorra,Rural,,,1.179144239998302e-06,0.0,1.179144239998302e-06,-1.179144239998302e-06,1.179144239998302e-06,-1.0,5.89572119999151e-07
Guam,Rural,,,1.179144239998302e-06,0.0,1.179144239998302e-06,-1.179144239998302e-06,1.179144239998302e-06,-1.0,5.89572119999151e-07
American Samoa,Rural,,,9.17112186665346e-07,0.0,9.17112186665346e-07,-9.17112186665346e-07,9.17112186665346e-07,-1.0,4.58556093332673e-07
Guadeloupe,Rural,,,9.17112186665346e-07,0.0,9.17112186665346e-07,-9.17112186665346e-07,9.17112186665346e-07,-1.0,4.58556093332673e-07
Tuvalu,Urban,,,9.17112186665346e-07,0.0,9.17112186665346e-07,-9.17112186665346e-07,9.17112186665346e-07,-1.0,4.58556093332673e-07
Greenland,Rural,,,9.17112186665346e-07,0.0,9.17112186665346e-07,-9.17112186665346e-07,9.17112186665346e-07,-1.0,4.58556093332673e-07
Caribbean Netherlands,Rural,,,7.860961599988681e-07,0.0,7.860961599988681e-07,-7.860961599988681e-07,7.860961599988681e-07,-1.0,3.9304807999943404e-07
Saint Pierre and Miquelon,Urban,,,7.860961599988681e-07,0.0,7.860961599988681e-07,-7.860961599988681e-07,7.860961599988681e-07,-1.0,3.9304807999943404e-07
Northern Mariana Islands,Rural,,,6.5508013333239e-07,0.0,6.5508013333239e-07,-6.5508013333239e-07,6.5508013333239e-07,-1.0,3.27540066666195e-07
Liechtenstein,Urban,,,6.5508013333239e-07,0.0,6.5508013333239e-07,-6.5508013333239e-07,6.5508013333239e-07,-1.0,3.27540066666195e-07
Montserrat,Rural,,,6.5508013333239e-07,0.0,6.5508013333239e-07,-6.5508013333239e-07,6.5508013333239e-07,-1.0,3.27540066666195e-07
United States Virgin Islands,Rural,,,5.24064106665912e-07,0.0,5.24064106665912e-07,-5.24064106665912e-07,5.24064106665912e-07,-1.0,2.62032053332956e-07
Palau,Rural,,,5.24064106665912e-07,0.0,5.24064106665912e-07,-5.24064106665912e-07,5.24064106665912e-07,-1.0,2.62032053332956e-07
Cook Islands,Rural,,,5.24064106665912e-07,0.0,5.24064106665912e-07,-5.24064106665912e-07,5.24064106665912e-07,-1.0,2.62032053332956e-07
Réunion,Rural,,,5.24064106665912e-07,0.0,5.24064106665912e-07,-5.24064106665912e-07,5.24064106665912e-07,-1.0,2.62032053332956e-07
Tuvalu,Rural,,,5.24064106665912e-07,0.0,5.24064106665912e-07,-5.24064106665912e-07,5.24064106665912e-07,-1.0,2.62032053332956e-07
Falkland Islands (Malvinas),Urban,,,2.62032053332956e-07,0.0,2.62032053332956e-07,-2.62032053332956e-07,2.62032053332956e-07,-1.0,1.31016026666478e-07
Turks and Caicos Islands,Rural,,,2.62032053332956e-07,0.0,2.62032053332956e-07,-2.62032053332956e-07,2.62032053332956e-07,-1.0,1.31016026666478e-07
Saint Helena,Urban,,,2.62032053332956e-07,0.0,2.62032053332956e-07,-2.62032053332956e-07,2.62032053332956e-07,-1.0,1.31016026666478e-07
Saint Helena,Rural,,,2.62032053332956e-07,0.0,2.62032053332956e-07,-2.62032053332956e-07,2.62032053332956e-07,-1.0,1.31016026666478e-07
Holy See,Urban,,,1.31016026666478e-07,0.0,1.31016026666478e-07,-1.31016026666478e-07,1.31016026666478e-07,-1.0,6.5508013333239e-08
Tokelau,Rural,,,1.31016026666478e-07,0.0,1.31016026666478e-07,-1.31016026666478e-07,1.31016026666478e-07,-1.0,6.5508013333239e-08
Falkland Islands (Malvinas),Rural,,,1.31016026666478e-07,0.0,1.31016026666478e-07,-1.31016026666478e-07,1.31016026666478e-07,-1.0,6.5508013333239e-08
Saint Pierre and Miquelon,Rural,,,1.31016026666478e-07,0.0,1.31016026666478e-07,-1.31016026666478e-07,1.31016026666478e-07,-1.0,6.5508013333239e-08
Niue,Urban,,,1.31016026666478e-07,0.0,1.31016026666478e-07,-1.31016026666478e-07,1.31016026666478e-07,-1.0,6.5508013333239e-08
Niue,Rural,,,1.31016026666478e-07,0.0,1.31016026666478e-07,-1.31016026666478e-07,1.31016026666478e-07,-1.0,6.5508013333239e-08
San Marino,Rural,,,1.31016026666478e-07,0.0,1.31016026666478e-07,-1.31016026666478e-07,1.31016026666478e-07,-1.0,6.5508013333239e-08
